Date,L INC,L 2025,L 2030,L 2035,L 2040,L 2045,L 2050,L 2055,L 2060,L 2065,G FUND,F FUND,C FUND,S FUND,I FUND
3/29/2023,23.3559,11.7524,40.5983,12.0785,45.306,12.3049,26.7582,12.9487,12.9474,12.9459,17.3985,18.6574,62.0498,63.6151,36.2361
3/28/2023,23.2798,11.6931,40.2815,11.9753,44.8857,12.1829,26.4761,12.7841,12.7828,12.7813,17.3966,18.656,61.1789,62.6848,35.8596
3/27/2023,23.275,11.6896,40.2627,11.9693,44.8614,12.1759,26.4597,12.7729,12.7717,12.7702,17.3946,18.6854,61.2737,62.6866,35.6894
3/24/2023,23.2555,11.6731,40.1682,11.9391,44.7374,12.1399,26.375,12.7133,12.7121,12.7107,17.3887,18.8663,61.1729,62.1188,35.4197
3/23/2023,23.2517,11.671,40.1604,11.9367,44.7283,12.1374,26.3695,12.711,12.7098,12.7084,17.3867,18.8547,60.829,61.8586,35.7554
3/22/2023,23.2328,11.6578,40.0957,11.9157,44.6439,12.1132,26.3143,12.682,12.6808,12.6794,17.3848,18.8031,60.6434,62.0341,35.6406
3/21/2023,23.2846,11.7028,40.3536,11.9998,44.9892,12.2138,26.5495,12.8307,12.8294,12.8278,17.3828,18.6152,61.6538,63.7177,35.6055
3/20/2023,23.2062,11.6407,40.018,11.8905,44.5436,12.0844,26.2495,12.6524,12.6512,12.6497,17.3808,18.6769,60.8596,62.3656,35.1497
3/17/2023,23.1494,11.5965,39.7814,11.814,44.232,11.9942,26.0404,12.5255,12.5243,12.5229,17.3749,18.7669,60.321,61.7881,34.7143
3/16/2023,23.2004,11.6402,40.0294,11.8948,44.5636,12.0909,26.2659,12.6662,12.6649,12.6634,17.3729,18.61,60.9928,63.1967,34.9633
3/15/2023,23.1155,11.5725,39.6619,11.7753,44.0763,11.9495,25.9383,12.4698,12.4686,12.4672,17.371,18.696,59.9311,62.1709,34.513
3/14/2023,23.1922,11.6366,40.0204,11.8921,44.5543,12.0886,26.2619,12.6686,12.6673,12.6657,17.369,18.5252,60.3509,63.1766,35.542
3/13/2023,23.119,11.5776,39.6972,11.7871,44.1259,11.9643,25.9735,12.4932,12.492,12.4905,17.3671,18.6474,59.3391,62.0892,35.2352
3/10/2023,23.1365,11.5962,39.8158,11.8261,44.2881,12.012,26.0862,12.5686,12.5673,12.5658,17.3611,18.5027,59.4353,62.831,35.602
3/9/2023,23.197,11.6489,40.1189,11.9251,44.6952,12.131,26.3646,12.7456,12.7441,12.7425,17.3592,18.2902,60.3154,64.8671,35.8353
3/8/2023,23.2724,11.7106,40.4602,12.0366,45.1521,12.2641,26.6743,12.9319,12.9305,12.9287,17.3572,18.22,61.4387,66.786,35.9602
3/7/2023,23.2616,11.7025,40.4176,12.0229,45.0964,12.2481,26.6371,12.9092,12.9078,12.906,17.3553,18.2367,61.3466,66.7696,35.8593
3/6/2023,23.3473,11.7706,40.7868,12.1436,45.5895,12.3914,26.9692,13.1033,13.1018,13.1001,17.3533,18.2616,62.2999,67.5438,36.4365
3/3/2023,23.3505,11.775,40.8166,12.154,45.6338,12.405,27.0013,13.1211,13.1196,13.1179,17.3474,18.2889,62.2547,68.4112,36.4297
3/2/2023,23.2533,11.7014,40.4323,12.0285,45.1236,12.2569,26.66,12.9295,12.928,12.9263,17.3454,18.151,61.2602,67.3757,35.968
3/1/2023,23.2246,11.6785,40.3076,11.9881,44.9587,12.2092,26.5492,12.8614,12.8599,12.8582,17.3435,18.2054,60.7903,67.0574,35.8888
2/28/2023,23.2377,11.6875,40.3499,12.0021,45.0152,12.2255,26.586,12.8765,12.8751,12.8734,17.3418,18.3132,61.0749,67.0764,35.7603
2/27/2023,23.2542,11.7014,40.4276,12.0275,45.1192,12.2557,26.6561,12.9184,12.917,12.9153,17.3401,18.3009,61.2552,67.0634,35.9464
2/24/2023,23.2123,11.6707,40.2708,11.9766,44.9128,12.196,26.5185,12.8401,12.8387,12.837,17.3349,18.2678,61.06,66.8523,35.5315
2/23/2023,23.2873,11.7288,40.5791,12.0775,45.3242,12.3156,26.7947,12.9962,12.9948,12.9931,17.3332,18.3706,61.7076,67.5626,36.0756
2/22/2023,23.2589,11.708,40.4735,12.0431,45.1845,12.2751,26.7017,12.9455,12.9441,12.9424,17.3315,18.3092,61.3759,67.2404,36.0234
2/21/2023,23.2675,11.7161,40.5222,12.059,45.2497,12.294,26.7459,12.9741,12.9727,12.971,17.3298,18.2692,61.4713,66.9527,36.2348
2/17/2023,23.3684,11.7959,40.9522,12.2004,45.8283,12.4629,27.1368,13.1949,13.1935,13.1919,17.3228,18.4325,62.7279,68.8575,36.5235
2/16/2023,23.3733,11.8011,40.986,12.2115,45.8747,12.4765,27.1691,13.2166,13.2152,13.2135,17.3211,18.3932,62.8906,69.1651,36.4957
2/15/2023,23.4304,11.8458,41.2257,12.2901,46.1957,12.57,27.3853,13.3399,13.3385,13.3369,17.3194,18.4625,63.7643,69.9996,36.5624
2/14/2023,23.4212,11.8382,41.1836,12.2763,46.1386,12.553,27.3454,13.3141,13.3127,13.3111,17.3177,18.5002,63.5717,68.9504,36.7447
2/13/2023,23.4188,11.8357,41.1668,12.2709,46.1162,12.5465,27.3294,13.3007,13.2993,13.2978,17.316,18.5665,63.5815,68.6076,36.7024
2/10/2023,23.35,11.7839,40.8954,12.1825,45.7565,12.4421,27.0883,13.1621,13.1608,13.1592,17.3108,18.5202,62.8525,67.8085,36.3856
2/9/2023,23.3619,11.7926,40.9393,12.1972,45.8165,12.4597,27.1288,13.1812,13.1799,13.1783,17.3091,18.601,62.7026,67.9793,36.6237
2/8/2023,23.3944,11.8179,41.0745,12.2417,45.9987,12.513,27.2521,13.2497,13.2484,13.2469,17.3074,18.671,63.2515,68.9518,36.5007
2/7/2023,23.4406,11.8558,41.2848,12.3105,46.2809,12.5952,27.4434,13.3646,13.3633,13.3618,17.3057,18.6361,63.9582,69.7996,36.6418
2/6/2023,23.38,11.8078,41.0241,12.2255,45.9332,12.4942,27.2088,13.2248,13.2235,13.222,17.304,18.6657,63.1439,69.0927,36.3636
2/3/2023,23.4339,11.8505,41.2549,12.3017,46.2456,12.5856,27.4205,13.3425,13.3413,13.3398,17.2988,18.7903,63.5291,69.9542,36.7896
2/2/2023,23.5046,11.9047,41.541,12.3956,46.6293,12.6974,27.6787,13.4855,13.4843,13.4829,17.2971,18.9411,64.191,70.8659,37.1723
2/1/2023,23.4386,11.8531,41.2639,12.3051,46.2591,12.5896,27.4288,13.3394,13.3382,13.3368,17.2954,18.928,63.2578,69.4009,37.1139
1/31/2023,23.3661,11.7985,40.9794,12.212,45.8799,12.4792,27.1741,13.1978,13.1966,13.1952,17.2935,18.7991,62.603,68.1902,36.8039
1/30/2023,23.2898,11.7399,40.6679,12.11,45.4636,12.358,26.8934,13.0371,13.0358,13.0344,17.2917,18.73,61.6984,66.6023,36.6336
1/27/2023,23.3499,11.7887,40.9362,12.1983,45.8251,12.4635,27.1382,13.1782,13.177,13.1756,17.2859,18.7842,62.5031,67.6445,36.8512
1/26/2023,23.3385,11.7801,40.8907,12.1835,45.7646,12.4458,27.0971,13.1536,13.1524,13.151,17.2841,18.7937,62.3466,67.0875,36.9121
1/25/2023,23.2968,11.747,40.7113,12.1251,45.5262,12.3766,26.9364,13.0569,13.0557,13.0543,17.2822,18.8362,61.6635,66.39,36.8717
1/24/2023,23.2827,11.737,40.6614,12.1088,45.4604,12.3575,26.8926,13.0331,13.0319,13.0305,17.2803,18.8066,61.6741,66.2775,36.6958
1/23/2023,23.2773,11.735,40.6588,12.108,45.4586,12.3572,26.893,13.0386,13.0373,13.0359,17.2784,18.7239,61.7172,66.606,36.6308
1/20/2023,23.2211,11.6919,40.4304,12.0339,45.1569,12.2697,26.6904,12.9181,12.9169,12.9155,17.2727,18.7669,60.9921,65.5491,36.5188
1/19/2023,23.1352,11.6232,40.0561,11.912,44.6589,12.125,26.3545,12.7166,12.7155,12.7141,17.2709,18.8541,59.8582,64.1668,36.1722
1/18/2023,23.1775,11.6567,40.2363,11.9711,44.9004,12.1955,26.5176,12.8098,12.8086,12.8073,17.269,18.8993,60.3111,64.947,36.3616
1/17/2023,23.2219,11.6956,40.4619,12.0446,45.2024,12.2833,26.7232,12.9414,12.9402,12.9388,17.2671,18.7182,61.2654,65.8848,36.4033
1/13/2023,23.2152,11.6926,40.4536,12.0424,45.1947,12.2814,26.719,12.9383,12.9371,12.9357,17.2595,18.7406,61.3899,65.8056,36.2888
1/12/2023,23.189,11.6716,40.3378,12.0048,45.0412,12.2368,26.6152,12.874,12.8728,12.8714,17.2576,18.8029,61.1434,65.4094,36.0676
1/11/2023,23.1289,11.6271,40.1102,11.9304,44.7386,12.1488,26.4127,12.7638,12.7626,12.7612,17.2557,18.6666,60.9279,64.576,35.5535
1/10/2023,23.0574,11.5733,39.831,11.8393,44.3685,12.0414,26.1654,12.6261,12.6249,12.6234,17.2539,18.5559,60.1532,63.593,35.328
1/9/2023,23.0314,11.5521,39.7134,11.8012,44.2125,11.9961,26.0597,12.56,12.5588,12.5574,17.252,18.6338,59.7362,62.8115,35.3242
1/6/2023,23.0043,11.5339,39.6266,11.7731,44.0996,11.9635,25.9853,12.5205,12.5193,12.5178,17.2463,18.5763,59.7718,62.5154,35.0441
1/5/2023,22.8607,11.4252,39.0603,11.5886,43.3501,11.7463,25.4852,12.2407,12.2395,12.2379,17.2444,18.3808,58.437,61.2283,34.2187
1/4/2023,22.9224,11.474,39.3225,11.6741,43.6986,11.8475,25.719,12.376,12.3747,12.3732,17.2425,18.3977,59.1156,62.0623,34.5438
1/3/2023,22.8557,11.4238,39.0628,11.5894,43.3547,11.7477,25.4893,12.2479,12.2466,12.245,17.2407,18.3031,58.6704,61.1436,34.1009
12/30/2022,22.8507,11.4237,39.0754,11.5938,43.3747,11.7539,25.5049,12.2631,12.2618,12.2602,17.2352,18.2074,58.9043,61.5305,33.9422
12/29/2022,22.8745,11.443,39.1746,11.6264,43.5073,11.7924,25.5935,12.3106,12.3092,12.3077,17.2316,18.2819,59.051,61.6545,34.1698
12/28/2022,22.7722,11.3613,38.7567,11.4903,42.9538,11.6319,25.223,12.0991,12.0978,12.0962,17.2299,18.2129,58.0309,60.1184,33.6813
12/27/2022,22.834,11.4119,39.0189,11.5759,43.3022,11.733,25.4567,12.2332,12.2319,12.2303,17.2281,18.2486,58.7373,60.9983,33.9634
12/23/2022,22.8496,11.4254,39.0902,11.5997,43.4003,11.7618,25.5229,12.2659,12.2646,12.2631,17.2208,18.3588,58.9717,61.3898,33.9379
12/22/2022,22.8277,11.407,38.9924,11.5681,43.2714,11.7246,25.4364,12.2119,12.2107,12.2092,17.2191,18.423,58.6264,61.1795,33.8405
12/21/2022,22.8965,11.4635,39.2864,11.6639,43.6616,11.8377,25.6979,12.3631,12.3618,12.3603,17.2174,18.4397,59.4866,62.0709,34.1285
12/20/2022,22.8182,11.4009,38.9658,11.5597,43.2379,11.715,25.4147,12.2007,12.1995,12.198,17.2157,18.4059,58.6079,61.0676,33.792
12/19/2022,22.807,11.3901,38.9039,11.5397,43.1558,11.6911,25.3584,12.1612,12.1601,12.1586,17.2139,18.5246,58.5453,60.761,33.596
12/16/2022,22.8518,11.4269,39.0949,11.6025,43.4125,11.766,25.5313,12.256,12.2548,12.2535,17.2085,18.6354,59.0738,61.7387,33.6905
12/15/2022,22.9092,11.4738,39.3393,11.6824,43.7384,11.8607,25.7502,12.3815,12.3803,12.379,17.2068,18.6803,59.7361,62.3336,34.0056
12/14/2022,23.0489,11.5896,39.9487,11.8814,44.5511,12.0969,26.2976,12.7029,12.7017,12.7003,17.205,18.6679,61.2594,64.0441,34.9166
12/13/2022,23.0643,11.6039,40.0286,11.9075,44.6582,12.128,26.3703,12.7487,12.7475,12.746,17.2033,18.6154,61.6206,64.3391,34.9193
12/12/2022,22.9958,11.551,39.7629,11.8208,44.3062,12.026,26.1355,12.6193,12.6181,12.6166,17.2016,18.488,61.173,63.7892,34.3886
12/9/2022,22.9361,11.5043,39.5251,11.7437,43.9928,11.9353,25.926,12.4975,12.4962,12.4948,17.1961,18.4886,60.311,62.8607,34.3379
12/8/2022,22.9665,11.5278,39.6424,11.7822,44.1495,11.9809,26.0307,12.552,12.5508,12.5494,17.1942,18.6026,60.7556,63.4879,34.262
12/7/2022,22.9309,11.4982,39.4871,11.7318,43.9437,11.9212,25.8922,12.4682,12.4671,12.4657,17.1924,18.6545,60.293,62.9026,34.1081
12/6/2022,22.9268,11.4987,39.5015,11.7364,43.9643,11.9273,25.9081,12.487,12.4858,12.4843,17.1906,18.5002,60.4043,63.0687,34.1327
12/5/2022,22.9812,11.5456,39.7541,11.8189,44.3024,12.0257,26.137,12.6256,12.6243,12.6228,17.1888,18.4324,61.2851,64.0984,34.2837
12/2/2022,23.0868,11.6321,40.2062,11.9673,44.9092,12.2026,26.5465,12.8579,12.8567,12.8552,17.1833,18.5728,62.4016,66.0443,34.7731
12/1/2022,23.0851,11.6327,40.215,11.9701,44.9216,12.2063,26.5557,12.8672,12.866,12.8645,17.1814,18.5106,62.4711,65.9373,34.8147
11/30/2022,23.0578,11.6148,40.1358,11.9442,44.8177,12.1762,26.488,12.8389,12.8376,12.836,17.1794,18.3266,62.5151,65.845,34.5826
11/29/2022,22.8919,11.4818,39.4521,11.7213,43.9107,11.9132,25.8806,12.491,12.4896,12.488,17.1774,18.2149,60.6218,63.8786,33.8213
11/28/2022,22.8907,11.4802,39.441,11.7179,43.8963,11.909,25.8702,12.4807,12.4794,12.4779,17.1755,18.2852,60.7129,63.7509,33.6941
11/25/2022,22.9746,11.5512,39.8176,11.8412,44.4009,12.0559,26.2109,12.6795,12.6782,12.6766,17.1694,18.3075,61.6648,65.005,34.2066
11/23/2022,22.9563,11.5382,39.7561,11.8214,44.3207,12.0327,26.1578,12.6502,12.6489,12.6473,17.1654,18.2834,61.6805,64.8268,34.0065
11/22/2022,22.9019,11.4964,39.5471,11.7533,44.0447,11.9528,25.974,12.5489,12.5475,12.5459,17.1634,18.1863,61.3147,64.4506,33.5971
11/21/2022,22.817,11.4294,39.2055,11.642,43.5923,11.8216,25.6716,12.3775,12.3761,12.3745,17.1614,18.1002,60.4918,63.6048,33.1085
11/18/2022,22.8447,11.4546,39.3439,11.6876,43.7796,11.8764,25.7989,12.4525,12.4512,12.4495,17.1554,18.099,60.721,64.1105,33.3993
11/17/2022,22.8221,11.4364,39.2494,11.657,43.655,11.8404,25.7155,12.4025,12.4011,12.3995,17.1534,18.1246,60.4314,63.854,33.2965
11/16/2022,22.8448,11.4543,39.3401,11.6869,43.7773,11.8761,25.798,12.4459,12.4446,12.443,17.1514,18.2077,60.6063,64.5191,33.3519
11/15/2022,22.884,11.4897,39.5347,11.7505,44.0388,11.9526,25.9766,12.5573,12.5559,12.5543,17.1495,18.0973,61.0963,65.911,33.5329
11/14/2022,22.8203,11.4405,39.288,11.67,43.7115,11.8575,25.7576,12.4366,12.4352,12.4335,17.1475,17.9798,60.5637,64.7668,33.2673
11/10/2022,22.792,11.42,39.1894,11.6385,43.5851,11.8213,25.6744,12.3872,12.3858,12.3841,17.1394,18.0119,60.5353,64.7361,32.9163
11/9/2022,22.4587,11.1563,37.8502,11.2027,41.8154,11.3087,24.4938,11.7214,11.7199,11.7182,17.1374,17.6635,57.3544,60.5701,31.1919
11/8/2022,22.561,11.241,38.2915,11.3463,42.4001,11.4782,24.8858,11.951,11.9495,11.9477,17.1354,17.637,58.5588,62.265,31.6532
11/7/2022,22.5158,11.2066,38.1215,11.2911,42.1773,11.4139,24.7384,11.8701,11.8685,11.8668,17.1335,17.5612,58.2328,62.0588,31.3354
11/4/2022,22.4699,11.1709,37.9417,11.2333,41.9437,11.3468,24.5838,11.7785,11.777,11.7752,17.1274,17.6092,57.6778,61.6751,31.1473
11/3/2022,22.351,11.0753,37.4522,11.0747,41.3005,11.1611,24.1558,11.5305,11.5291,11.5273,17.1255,17.6168,56.8915,61.2736,29.9672
11/2/2022,22.4055,11.1188,37.6743,11.147,41.5941,11.246,24.3512,11.6398,11.6383,11.6366,17.1235,17.6916,57.4928,61.6402,30.2527
11/1/2022,22.5265,11.2178,38.1867,11.3139,42.2731,11.4429,24.8061,11.9033,11.9018,11.9001,17.1215,17.7097,58.9672,63.7743,30.684
10/31/2022,22.5144,11.2092,38.1467,11.3008,42.2202,11.4274,24.7707,11.8849,11.8834,11.8817,17.1196,17.6733,59.2098,63.561,30.4105
10/28/2022,22.5541,11.2422,38.3176,11.3567,42.4476,11.4933,24.9224,11.969,11.9675,11.9658,17.1139,17.7475,59.6513,63.7366,30.6677
10/27/2022,22.4594,11.1652,37.92,11.2278,41.9241,11.3421,24.5732,11.764,11.7626,11.761,17.1121,17.7891,58.2115,62.5983,30.4535
10/26/2022,22.484,11.1877,38.0438,11.2679,42.0879,11.3894,24.6833,11.8336,11.8321,11.8304,17.1102,17.6964,58.567,62.5404,30.7174
10/25/2022,22.4789,11.1859,38.0419,11.2672,42.0856,11.3886,24.6821,11.8381,11.8366,11.8348,17.1083,17.6097,59.0023,62.542,30.4294
10/24/2022,22.356,11.0903,37.5629,11.1115,41.4548,11.206,24.2625,11.605,11.6035,11.6017,17.1064,17.4427,58.0579,60.722,29.7725
10/21/2022,22.3141,11.0585,37.4056,11.0611,41.2519,11.148,24.1294,11.5278,11.5263,11.5245,17.1007,17.4602,57.3764,60.5499,29.745
10/20/2022,22.1998,10.9671,36.9407,10.9106,40.6423,10.9721,23.7247,11.295,11.2935,11.2918,17.0988,17.4517,56.0461,59.4189,29.2381
10/19/2022,22.2362,10.9952,37.0802,10.9561,40.8267,11.0255,23.8469,11.3597,11.3583,11.3566,17.097,17.5584,56.4892,59.9834,29.2711
10/18/2022,22.3039,11.048,37.344,11.0421,41.1754,11.1266,24.0792,11.4857,11.4843,11.4827,17.0951,17.7032,56.8691,61.1579,29.6876
10/17/2022,22.2428,11.0002,37.1049,10.9648,40.8627,11.0364,23.872,11.3689,11.3675,11.3658,17.0932,17.6668,56.2251,60.2922,29.4768
10/14/2022,22.0934,10.8821,36.5073,10.7714,40.0795,10.8103,23.3516,11.0706,11.0692,11.0676,17.0875,17.6476,54.7749,58.3616,28.7325
10/13/2022,22.2111,10.9761,36.984,10.9259,40.7053,10.991,23.767,11.3052,11.3038,11.3022,17.0856,17.7194,56.1001,60.0208,29.1486
10/12/2022,22.0952,10.8821,36.5017,10.7702,40.0747,10.8094,23.3486,11.0605,11.0591,11.0576,17.0838,17.8056,54.6742,58.9745,28.608
10/11/2022,22.1113,10.8962,36.5768,10.7946,40.174,10.8381,23.4151,11.0999,11.0986,11.097,17.0819,17.7867,54.8534,59.0842,28.7453
10/7/2022,22.1848,10.9572,36.8942,10.8981,40.5956,10.9604,23.697,11.2594,11.258,11.2565,17.0743,17.8581,55.6287,60.0168,29.1623
10/6/2022,22.3191,11.0656,37.4496,11.0788,41.3294,11.1728,24.1868,11.5387,11.5374,11.5358,17.0724,17.9345,57.2292,62.0012,29.6408
10/5/2022,22.3877,11.1206,37.7306,11.1702,41.7005,11.2802,24.4338,11.6779,11.6767,11.6751,17.0705,18.0032,57.8065,62.3182,30.1799
10/4/2022,22.4229,11.1479,37.8663,11.2145,41.8798,11.3321,24.5529,11.7412,11.74,11.7385,17.0687,18.1021,57.9178,62.6389,30.5019
10/3/2022,22.2228,10.9883,37.0581,10.9527,40.8197,11.026,23.8486,11.3398,11.3386,11.3372,17.0668,18.0522,56.1926,60.0482,29.3287
9/30/2022,22.0772,10.8758,36.4981,10.7714,40.0872,10.8148,23.3641,11.0702,11.0689,11.0674,17.062,17.8995,54.7748,58.5313,28.6939
9/29/2022,22.1314,10.9207,36.7195,10.8433,40.3779,10.8986,23.5564,11.178,11.1768,11.1753,17.0604,17.9544,55.6098,58.8904,28.7989
9/28/2022,22.2336,11.0051,37.1344,10.9778,40.9227,11.056,23.9182,11.3812,11.3799,11.3785,17.0588,18.0426,56.8013,60.2846,29.1364
9/27/2022,22.1,10.8993,36.6259,10.8128,40.2559,10.8632,23.4766,11.1421,11.1408,11.1393,17.0572,17.7774,55.702,58.5006,28.5485
9/26/2022,22.1116,10.9081,36.6665,10.826,40.3087,10.8783,23.5107,11.1578,11.1565,11.155,17.0556,17.8489,55.8168,58.2086,28.6372
9/23/2022,22.1919,10.973,36.9824,10.9292,40.7271,10.9997,23.789,11.306,11.3048,11.3033,17.0509,18.0812,56.4001,59.1592,29.1064
9/22/2022,22.314,11.0759,37.4966,11.0965,41.4069,11.1967,24.2434,11.5664,11.5652,11.5638,17.0493,18.1252,57.3879,60.5123,30.0328
9/21/2022,22.3766,11.1255,37.7365,11.1751,41.7264,11.2898,24.4573,11.679,11.6778,11.6765,17.0477,18.3305,57.8732,62.0848,30.1866
9/20/2022,22.4545,11.1937,38.0845,11.2883,42.188,11.4236,24.7672,11.8629,11.8618,11.8603,17.0461,18.2668,58.8771,63.054,30.61
9/19/2022,22.5301,11.2571,38.4009,11.3915,42.6079,11.5456,25.0486,12.0225,12.0213,12.0199,17.0445,18.3365,59.5478,64.1245,31.0793
9/16/2022,22.498,11.2312,38.2737,11.3505,42.4415,11.4975,24.9376,11.9565,11.9554,11.954,17.0397,18.368,59.1415,63.626,30.9923
9/15/2022,22.5404,11.2679,38.4604,11.4116,42.6914,11.5704,25.1066,12.0544,12.0533,12.0519,17.0382,18.3809,59.5685,64.7815,31.1705
9/14/2022,22.5948,11.3137,38.6893,11.4862,42.9949,11.6584,25.3095,12.1696,12.1684,12.167,17.0366,18.4325,60.2443,65.2453,31.4258
9/13/2022,22.5779,11.3,38.6222,11.4644,42.9062,11.6327,25.2502,12.1354,12.1342,12.1329,17.035,18.4258,60.0244,65.0105,31.383
9/12/2022,22.7988,11.4874,39.5678,11.7729,44.164,11.9979,26.0949,12.6238,12.6227,12.6213,17.0334,18.517,62.7347,67.6917,32.4496
9/9/2022,22.7263,11.4273,39.2679,11.6755,43.768,11.8832,25.8297,12.4685,12.4673,12.466,17.0286,18.5379,62.0774,66.9162,31.9426
9/8/2022,22.6263,11.3426,38.8412,11.5366,43.2018,11.7188,25.4494,12.2466,12.2455,12.2442,17.027,18.547,61.138,65.5009,31.2802
9/7/2022,22.5962,11.3164,38.708,11.4933,43.0251,11.6675,25.3302,12.1744,12.1734,12.1721,17.0255,18.6011,60.7296,64.7347,31.2021
9/6/2022,22.5074,11.2438,38.3497,11.3766,42.5508,11.5299,25.0131,11.9962,11.9951,11.9938,17.0239,18.4976,59.6343,63.2692,30.9943
9/2/2022,22.5419,11.2725,38.4912,11.4233,42.7415,11.5856,25.141,12.0616,12.0605,12.0593,17.0175,18.6645,59.8765,63.7856,31.1915
9/1/2022,22.5686,11.2974,38.6225,11.466,42.9161,11.6362,25.2587,12.1343,12.1333,12.132,17.0159,18.592,60.5218,64.1717,31.1712
8/31/2022,22.6043,11.3263,38.7643,11.5128,43.1069,11.6922,25.3878,12.2033,12.2023,12.201,17.0146,18.7048,60.3305,64.9703,31.6695
8/30/2022,22.6483,11.3628,38.9465,11.5723,43.3494,11.7626,25.5501,12.2938,12.2928,12.2916,17.0132,18.7783,60.7936,65.367,31.9151
8/29/2022,22.6947,11.4031,39.1521,11.6395,43.6239,11.8424,25.7352,12.4021,12.4011,12.3999,17.0119,18.7771,61.4668,66.1821,32.0533
8/26/2022,22.7276,11.4315,39.2965,11.6871,43.8188,11.8994,25.867,12.4749,12.4739,12.4728,17.0079,18.8595,61.8768,66.7993,32.1637
8/25/2022,22.8958,11.5759,40.0321,11.9274,44.8001,12.1848,26.5283,12.8619,12.8609,12.8597,17.0065,18.8707,64.0322,69.0748,32.9739
8/24/2022,22.8158,11.51,39.7034,11.82,44.3625,12.0575,26.2342,12.6955,12.6945,12.6932,17.0052,18.7754,63.1409,67.8453,32.6514
8/23/2022,22.8016,11.4972,39.6362,11.7981,44.2725,12.0312,26.1726,12.6563,12.6553,12.6541,17.0039,18.829,62.9561,67.2573,32.6145
8/22/2022,22.8073,11.5021,39.6615,11.8064,44.3064,12.041,26.1952,12.6685,12.6675,12.6663,17.0025,18.8485,63.0968,67.1784,32.6154
8/19/2022,22.9159,11.5959,40.1413,11.9638,44.9506,12.2288,26.6308,12.9205,12.9195,12.9184,16.9985,18.9264,64.4698,68.6861,33.1607
8/18/2022,23,11.6667,40.499,12.0812,45.4309,12.3691,26.9557,13.105,13.104,13.1029,16.9972,19.043,65.3098,70.241,33.5909
8/17/2022,22.9927,11.6614,40.4744,12.0732,45.3985,12.3597,26.9341,13.0937,13.0927,13.0916,16.9958,19.0197,65.1522,69.916,33.6898
8/16/2022,23.046,11.706,40.6992,12.1472,45.7016,12.4484,27.1396,13.2088,13.2078,13.2067,16.9945,19.1228,65.6153,71.1698,33.9481
8/15/2022,23.0405,11.7016,40.6771,12.1401,45.6727,12.4401,27.1204,13.1966,13.1957,13.1946,16.9932,19.1382,65.489,71.1147,33.9635
8/12/2022,23.0316,11.6967,40.659,12.1345,45.651,12.434,27.1072,13.1919,13.191,13.1899,16.9891,19.095,65.2281,70.9531,34.1614
8/11/2022,22.9508,11.6292,40.3196,12.0234,45.1977,12.3021,26.8018,13.0166,13.0157,13.0145,16.9878,19.0252,64.1097,69.6563,33.9599
8/10/2022,22.9567,11.6329,40.3342,12.0284,45.2174,12.3078,26.8143,13.0186,13.0177,13.0166,16.9865,19.1183,64.1376,69.6388,33.9548
8/9/2022,22.8287,11.524,39.7814,11.8476,44.4783,12.0925,26.3149,12.7276,12.7267,12.7256,16.9851,19.089,62.7984,67.3873,33.2421
8/8/2022,22.8622,11.5527,39.9272,11.8956,44.6752,12.1502,26.449,12.8038,12.8029,12.8018,16.9838,19.1334,63.0627,68.4783,33.3922
8/5/2022,22.8458,11.542,39.8811,11.8806,44.6147,12.1325,26.4087,12.7855,12.7846,12.7835,16.9798,19.048,63.1397,67.9286,33.3097
8/4/2022,22.8723,11.5608,39.9662,11.9086,44.7268,12.1649,26.4815,12.816,12.8152,12.8142,16.9784,19.2536,63.2345,67.4297,33.5641
8/3/2022,22.8599,11.5517,39.924,11.8948,44.6715,12.1489,26.445,12.7975,12.7966,12.7956,16.9771,19.2093,63.278,67.5282,33.3706
8/2/2022,22.7863,11.4908,39.6199,11.7954,44.2664,12.0311,26.1728,12.643,12.6421,12.641,16.9758,19.1275,62.3032,66.4064,33.1859
8/1/2022,22.8477,11.5395,39.8568,11.873,44.5813,12.1225,26.3824,12.7533,12.7525,12.7515,16.9745,19.3403,62.7209,66.3715,33.7045
7/29/2022,22.8428,11.5379,39.8555,11.8725,44.5802,12.1221,26.3825,12.759,12.7582,12.7572,16.973,19.2445,62.8983,66.3523,33.617
7/28/2022,22.7669,11.4754,39.5444,11.7714,44.1689,12.003,26.1074,12.5998,12.599,12.598,16.9687,19.2283,62.0106,65.7085,33.2278
7/27/2022,22.6971,11.4192,39.2686,11.6815,43.8037,11.897,25.8635,12.4651,12.4643,12.4632,16.9672,19.1041,61.2598,64.778,32.9825
7/26/2022,22.5653,11.3083,38.7113,11.4998,43.0636,11.6822,25.3669,12.1785,12.1776,12.1766,16.9658,19.0604,59.6981,63.1289,32.3567
7/25/2022,22.6278,11.3621,38.9847,11.5891,43.428,11.7882,25.6122,12.321,12.3201,12.3191,16.9644,19.0675,60.3947,64.0182,32.7163
7/22/2022,22.6127,11.3501,38.9251,11.57,43.3506,11.7659,25.5604,12.2881,12.2872,12.2862,16.9601,19.1208,60.3154,63.8659,32.5577
7/21/2022,22.6444,11.381,39.0917,11.6243,43.5744,11.8312,25.7135,12.3861,12.3852,12.3841,16.9586,18.9726,60.8828,65.0423,32.6239
7/20/2022,22.5801,11.3301,38.8446,11.5438,43.2479,11.7366,25.4964,12.2684,12.2675,12.2663,16.9572,18.8225,60.283,64.5851,32.2918
